transaction_amount,transaction_type,account_balance,device_type,location,merchant_category,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,is_weekend,fraud_label,hour,day,month,day_of_week
197.84,0,91046.54,0,0,3,9,274.54,0,3,65,4475.2,3,0,0,11,26,1,3
17.72,0,9750.98,2,4,2,5,83.47,3,3,153,1320.04,0,0,0,20,29,8,1
110.35,3,14462.46,2,1,3,10,243.71,1,1,208,2758.07,0,0,0,9,8,7,5
23.05,3,3456.24,2,0,4,13,362.49,4,2,113,2841.77,1,0,1,2,29,5,0
40.59,1,4262.94,0,4,0,9,61.27,1,0,230,2119.88,0,0,0,23,1,3,2
231.79,2,44736.24,1,0,4,5,151.93,0,0,13,2388.97,0,0,1,11,5,7,2
100.77,3,44975.21,2,2,0,5,54.31,3,2,140,4338.79,3,0,0,6,25,4,1
33.95,3,61616.09,0,4,3,10,390.62,1,0,117,3048.03,2,0,0,8,10,7,0
25.63,3,53207.08,1,0,3,6,456.52,3,2,58,1660.18,1,1,0,6,17,12,6
77.58,3,93778.43,0,0,1,4,394.64,4,2,193,1044.41,3,1,1,13,1,9,4
102.17,3,19994.89,0,4,1,13,61.22,4,1,120,3767.21,0,1,1,7,16,10,0
55.15,1,28307.84,1,4,0,7,318.34,0,1,38,3275.86,1,0,0,17,5,1,3
178.56,3,66070.8,1,2,2,6,390.91,0,1,146,760.13,2,0,0,2,18,11,5
45.65,1,53713.08,2,3,0,13,162.66,1,1,24,4724.65,1,0,1,5,1,10,6
66.52,0,67579.84,2,4,0,4,354.89,3,0,31,3922.6,1,0,0,12,18,12,0
157.17,2,94011.21,1,3,4,12,472.89,1,3,172,1344.47,0,0,0,14,5,10,3
95.67,3,29832.76,1,4,3,13,364.47,4,1,169,441.87,2,0,1,15,20,1,4
156.66,2,20147.18,0,3,1,6,322.34,4,0,64,2448.44,0,1,1,20,26,11,6
349.23,3,62339.38,0,3,1,3,461.07,4,3,212,2507.88,0,1,1,11,12,9,1
14.13,3,37575.1,0,0,1,2,27.11,0,1,43,4613.71,2,0,0,9,13,10,4
111.08,3,63701.51,0,0,4,8,336.79,2,2,91,899.06,1,0,0,8,12,12,1
10.23,1,10216.66,0,1,4,8,95.07,2,3,128,132.84,2,0,0,11,30,9,5
57.67,0,65909.79,2,1,1,8,291.57,1,3,59,2237.16,2,0,1,17,3,5,2
8.72,0,6790.29,0,0,1,3,248.98,3,2,148,3501.22,0,0,0,18,21,12,3
62.71,0,58025.48,1,0,0,4,169.99,0,2,151,2850.32,0,0,0,14,5,1,3
25.23,1,78410.93,0,0,2,10,89.6,0,2,22,998.66,2,1,0,21,9,11,3
121.22,1,23078.54,2,1,4,4,41.25,4,1,214,438.34,1,0,1,8,4,1,2
40.8,0,31913.43,1,0,1,11,366.02,3,1,132,4013.12,1,1,1,23,24,9,6
7.7,0,47002.23,1,1,2,3,336.11,1,3,41,2595.13,3,0,0,21,28,3,1
76.64,2,94671.48,0,4,3,7,183.47,4,1,25,3506.3,1,0,1,17,8,12,4
179.79,3,8556.46,2,3,2,9,83.77,1,3,138,418.32,3,1,0,14,15,2,2
36.76,1,75693.18,2,0,0,2,473.72,4,3,170,2648.07,1,0,1,5,13,3,0
239.83,0,7050.75,0,4,3,6,21.07,2,2,201,2550.78,0,0,0,16,20,10,4
63.39,2,86462.3,0,3,2,1,460.73,1,1,179,1955.11,0,0,0,18,4,6,6
8.67,1,88842.99,0,3,2,13,356.49,1,1,188,2298.94,0,0,0,15,6,9,2
53.47,1,46497.75,0,4,4,1,443.45,0,0,8,2257.9,0,0,1,15,22,12,4
100.41,1,90461.22,2,0,2,7,356.51,1,3,123,1351.09,0,1,0,3,7,11,1
264.8,2,76856.94,0,0,3,11,127.87,3,3,189,2883.84,3,0,0,21,14,8,0
61.49,2,44156.96,2,4,2,11,452.09,2,1,115,1044.0,0,1,0,5,4,11,5
186.45,2,58506.26,0,1,2,7,388.89,4,0,14,3318.85,1,0,1,8,16,10,0
40.72,1,78047.05,0,2,0,8,402.31,3,3,68,1383.46,3,0,0,14,5,3,6
30.17,2,94175.51,0,0,2,12,406.03,0,3,170,2777.14,3,0,0,11,24,9,6
291.13,1,13565.12,1,3,3,7,49.05,4,2,134,4135.99,2,0,1,14,16,12,5
56.28,3,10885.02,2,2,1,14,54.62,3,3,23,1289.55,1,0,0,4,28,10,5
104.4,2,46319.73,0,1,1,4,22.42,3,2,133,2253.17,2,0,0,22,12,7,2
66.19,0,13499.33,2,0,4,9,360.97,2,1,92,2752.81,1,0,0,17,16,10,0
54.26,1,56546.18,2,0,3,14,40.05,1,2,101,292.94,1,0,0,2,18,3,5
86.33,2,83320.09,0,0,2,3,324.24,1,0,184,2150.42,1,0,0,18,15,9,4
39.68,0,82078.97,2,3,4,2,308.98,4,3,9,1036.57,3,0,1,0,22,9,4
41.36,0,56110.98,2,1,1,14,132.44,4,0,125,4720.17,3,0,1,7,22,12,4
60.38,2,20566.13,2,0,0,10,148.73,2,0,110,2008.59,0,0,0,2,25,2,5
57.43,2,45501.37,1,3,2,12,74.17,0,3,196,437.15,0,0,1,19,6,5,5
142.74,1,36568.02,1,1,0,12,156.53,0,0,120,360.9,2,0,0,12,5,10,3
79.87,0,22757.8,1,3,4,3,92.54,4,1,145,3552.0,3,0,1,21,12,7,2
11.81,2,51035.09,2,4,0,2,125.59,4,0,15,2187.48,2,0,1,2,2,4,6
32.44,2,54096.01,1,4,1,13,191.38,1,3,34,3562.35,2,0,0,14,19,12,1
29.23,1,79809.79,1,3,0,10,303.05,3,1,112,2810.88,3,0,0,1,21,1,5
13.68,1,92015.98,2,1,0,13,36.61,4,1,158,1271.02,0,1,1,13,22,10,6
41.2,3,3282.61,0,3,2,5,222.61,4,0,234,1871.08,2,1,1,5,28,1,5
35.41,1,36529.25,2,0,1,4,165.62,4,0,175,3002.68,1,0,1,16,23,7,6
30.02,0,21613.83,0,0,2,7,201.14,3,0,69,532.2,0,0,0,15,4,3,5
31.41,0,12678.94,1,4,3,11,242.04,1,3,206,4083.31,2,1,0,8,6,8,6
199.67,2,13662.26,1,1,0,5,391.91,0,1,79,4287.97,1,0,0,21,24,2,4
22.2,3,27320.42,2,0,3,12,46.83,0,3,107,4867.89,0,1,0,17,7,2,1
194.83,0,48800.98,0,3,0,6,343.2,4,0,82,4241.26,0,1,1,19,25,7,1
36.19,3,7826.2,1,0,3,14,85.38,3,0,162,3860.14,0,0,1,20,10,8,3
25.82,1,77046.97,1,4,2,13,145.52,1,0,210,3662.86,1,1,0,7,29,9,4
79.02,2,79982.6,2,1,2,7,214.49,2,3,111,273.26,2,1,0,22,26,8,5
86.25,3,69708.33,1,0,3,2,255.93,4,0,100,220.3,2,0,1,22,5,4,2
9.55,0,28102.49,0,3,0,9,204.53,0,2,87,3876.76,2,0,0,4,27,2,0
87.99,1,25404.15,2,3,3,4,64.7,0,3,127,2820.17,1,1,0,2,23,1,0
22.54,2,75326.23,2,0,0,6,138.85,3,0,157,4044.03,0,1,1,7,4,7,1
153.64,2,60743.29,0,0,3,5,394.0,0,1,15,3482.37,0,0,0,18,19,6,0
48.03,2,78826.06,2,3,1,8,409.29,1,3,37,3537.84,3,0,0,10,17,2,4
38.71,2,70268.68,1,2,4,10,162.06,3,3,127,3139.14,1,0,1,15,1,5,0
14.87,3,14591.24,1,4,0,3,240.83,2,2,12,2002.47,2,0,0,17,5,10,3
65.66,1,26765.29,2,2,4,14,470.41,3,0,158,3261.25,1,0,0,9,1,10,6
51.03,1,33656.82,0,2,2,10,97.36,3,0,185,970.51,1,0,0,12,23,7,6
243.55,0,93358.11,2,2,4,11,90.51,4,3,144,4633.8,1,0,1,19,22,12,4
7.8,1,9714.18,2,1,2,9,418.57,4,3,9,3447.86,3,0,1,14,19,7,2
42.44,1,37192.79,0,4,4,4,223.57,4,2,200,2212.3,3,0,1,17,20,11,0
26.61,3,25445.33,1,1,2,6,145.44,2,0,153,1316.82,2,0,1,9,7,4,4
39.26,2,24054.09,0,1,4,3,429.37,2,1,182,4466.76,3,1,0,20,18,11,5
294.61,3,5869.81,1,3,4,5,405.17,0,3,115,4461.58,3,1,0,5,12,8,5
48.32,2,94761.97,0,1,1,10,326.43,3,1,23,801.94,0,0,0,16,3,4,0
84.91,3,93407.04,1,0,3,4,204.68,1,3,209,2753.36,1,1,1,18,10,1,1
242.53,0,78140.12,0,1,3,5,170.28,3,0,178,612.05,2,0,0,9,22,2,2
30.69,2,43161.14,2,2,2,10,54.74,1,3,183,1247.21,2,0,0,0,27,11,0
82.89,2,17740.87,1,4,4,4,445.07,3,3,182,823.13,0,1,0,11,3,11,4
158.62,3,49423.19,1,0,4,9,126.18,1,1,40,3784.2,2,0,0,14,9,9,5
41.58,1,8919.46,1,4,2,10,63.93,1,0,131,1971.03,2,1,0,5,10,4,0
67.81,0,5309.33,1,3,3,10,355.3,2,1,141,497.41,1,0,0,17,18,2,5
16.83,0,78309.6,2,3,1,3,48.81,1,2,148,2870.1,2,1,0,2,25,2,5
48.48,3,18081.21,0,4,4,11,312.54,0,2,214,4775.91,3,0,0,3,15,3,2
61.15,2,17152.81,0,2,3,8,153.7,0,0,11,2775.5,2,1,0,1,3,8,3
136.01,1,12925.85,2,4,1,7,35.55,2,1,168,2707.38,1,0,0,5,16,6,4
22.22,1,59265.54,1,1,4,9,89.11,0,1,54,2828.62,1,0,0,7,30,3,3
326.21,0,39060.01,2,3,3,7,331.42,4,1,122,3037.19,2,0,1,18,30,7,6
116.17,0,43691.84,0,2,3,13,238.32,2,1,195,1275.81,2,1,0,9,27,12,2
136.16,2,73046.1,1,4,2,9,209.1,4,1,35,3263.73,2,0,1,3,14,10,5
88.95,2,52096.3,1,0,0,2,33.24,3,1,19,3019.05,0,0,0,19,16,1,0
242.35,1,37464.91,2,3,0,4,398.8,0,2,17,4473.62,1,0,0,22,13,9,2
55.18,1,97097.59,0,1,3,9,151.36,2,1,201,1334.46,1,0,0,6,28,8,0
33.56,2,39118.37,2,2,3,14,76.98,2,2,29,369.12,3,0,0,23,11,12,0
320.32,3,57722.74,0,1,3,10,228.94,3,2,49,2068.74,0,0,0,3,14,1,5
52.58,3,19048.38,0,2,3,2,148.55,0,0,104,331.67,0,0,0,22,5,4,2
55.26,1,37015.96,0,2,4,1,90.96,0,1,60,152.69,0,0,0,21,9,8,2
71.37,3,6384.98,2,4,2,1,411.03,1,2,226,4565.37,3,0,0,5,11,7,1
100.88,0,21900.24,1,4,0,10,427.37,0,3,118,437.93,0,1,1,3,7,9,3
73.94,0,55453.24,0,0,1,7,342.96,4,0,175,2160.7,1,0,1,4,5,4,2
156.73,1,32312.08,0,3,3,2,100.07,1,3,189,3576.59,1,0,0,23,25,11,5
161.83,0,60349.42,1,1,1,7,400.8,0,1,231,4232.48,3,0,0,22,16,11,3
10.69,1,69699.08,0,1,2,5,133.47,2,0,82,695.51,0,0,1,5,23,4,6
35.24,1,86993.96,1,2,1,13,159.82,0,2,94,997.89,3,0,0,5,14,11,1
27.3,2,92624.37,2,3,4,2,344.68,1,2,32,4423.92,2,1,0,14,29,8,1
38.47,2,39697.89,2,4,4,10,168.0,1,2,14,2247.27,2,0,0,18,3,6,5
10.72,1,20809.91,0,0,4,2,389.29,1,2,118,3804.67,3,1,0,5,27,2,0
20.08,3,68579.39,2,2,3,13,345.93,1,1,72,3184.88,2,0,0,12,1,10,6
68.75,2,96796.77,0,0,1,1,87.78,1,0,151,3787.7,2,1,0,16,9,6,4
43.68,3,55072.82,1,2,4,12,62.64,1,3,154,509.87,1,1,0,16,17,12,6
219.65,3,93719.82,2,1,2,10,436.84,0,1,230,1651.56,1,1,0,9,27,5,5
104.91,3,73013.39,2,0,3,5,281.4,1,0,79,4598.2,3,1,0,1,7,9,3
9.4,1,93518.97,0,0,3,14,198.51,4,0,117,4837.58,0,0,1,13,15,4,5
184.62,0,85970.39,0,4,2,1,431.33,4,2,125,490.44,0,0,1,22,2,5,1
129.59,1,58740.87,2,2,0,4,360.62,4,1,119,3488.28,3,1,1,22,4,5,3
35.09,3,36842.13,0,3,0,7,432.65,4,3,47,2962.52,3,1,1,15,29,9,4
126.4,0,4923.37,0,4,2,6,317.95,1,3,175,2824.04,2,1,0,1,4,11,5
37.74,3,70897.93,2,1,3,14,247.65,3,3,131,4083.4,0,0,0,13,21,4,4
108.5,0,57353.22,1,4,1,10,297.78,4,3,71,4864.91,1,1,1,3,6,9,2
165.6,0,39983.57,1,3,2,10,221.12,2,0,235,1636.68,2,0,0,13,7,11,1
70.54,3,60242.94,2,2,4,13,438.65,2,3,180,1416.54,1,1,0,16,3,4,0
251.29,3,74191.86,0,1,0,11,236.81,4,1,157,1601.29,3,1,1,21,15,7,5
5.26,0,40570.25,0,3,1,12,374.13,4,3,193,2016.86,0,0,1,2,10,5,2
327.36,1,95492.98,2,1,4,12,456.88,0,2,46,1882.13,0,1,0,5,20,1,4
118.53,3,8821.02,0,2,1,6,211.02,0,2,11,2661.32,1,1,0,22,20,8,6
38.9,2,51156.26,2,3,4,7,275.26,3,3,40,934.43,0,0,0,8,30,11,3
36.82,2,26849.7,1,2,3,10,147.62,1,2,26,4510.12,2,0,0,16,15,11,2
22.64,0,30760.95,1,2,0,9,151.48,1,1,171,1369.04,0,0,0,5,3,9,6
234.84,0,7553.02,1,0,4,7,410.67,2,0,225,285.46,3,0,1,1,11,4,1
21.15,3,38180.35,0,1,3,13,219.63,4,2,55,2844.43,1,0,1,3,9,6,4
72.43,3,16521.3,0,4,0,11,383.9,0,2,161,4840.71,2,0,0,15,5,5,4
59.24,3,45294.34,1,3,2,9,181.66,4,3,168,2717.1,3,1,1,10,28,5,6
53.21,0,31367.4,1,1,1,12,298.12,2,2,88,2868.9,1,1,0,18,5,9,1
10.96,1,22359.15,0,4,3,13,343.1,2,1,187,3826.37,0,0,0,15,8,1,6
232.21,2,51366.9,0,1,2,3,239.38,0,0,136,3357.25,1,1,0,17,11,11,5
76.87,3,60377.04,0,3,2,3,441.3,1,2,172,620.6,1,0,0,14,17,10,1
42.16,2,48338.05,2,2,0,6,425.19,2,2,170,1582.96,1,1,0,12,20,4,3
36.51,3,6943.64,1,0,2,3,425.88,3,3,115,2489.77,2,0,0,16,31,5,2
53.81,1,79383.17,0,2,3,10,385.32,4,2,129,1393.33,2,0,1,18,8,12,4
73.46,1,25843.42,2,2,3,7,438.04,3,1,89,2899.15,1,0,0,22,18,1,2
178.35,3,25879.61,1,2,3,4,206.84,4,1,171,209.77,0,0,1,20,8,11,2
96.96,0,9210.65,1,3,2,9,197.03,0,2,80,2597.64,3,0,1,19,23,3,3
23.85,2,53567.11,0,0,3,3,418.2,1,1,98,3687.56,2,1,0,2,20,11,0
256.01,1,10597.29,1,2,1,2,275.11,3,3,79,4556.69,3,1,1,13,6,2,0
223.53,3,82529.43,0,0,0,2,44.47,2,0,207,2316.9,1,0,0,2,18,6,6
16.84,0,80263.93,0,1,0,4,301.17,4,1,127,2200.83,0,0,1,9,1,1,6
246.41,1,69351.42,1,3,1,8,39.92,3,3,124,3533.48,0,0,0,11,16,3,3
5.14,2,91424.73,2,2,1,3,36.07,3,0,13,3261.03,0,0,1,16,13,1,4
11.01,3,92147.83,0,3,3,5,176.39,3,3,71,771.45,0,0,0,14,15,3,2
92.2,2,96384.24,2,3,3,11,398.49,2,0,149,1189.48,0,0,0,8,19,11,6
197.57,1,39057.64,0,1,1,13,70.67,2,0,152,2099.21,0,0,0,11,13,6,1
25.57,3,82400.71,0,2,4,14,412.43,0,0,95,1925.66,0,0,0,6,17,10,1
77.77,3,8840.59,1,1,3,11,114.01,4,0,226,2655.05,1,1,1,23,17,6,5
199.03,3,9289.97,0,0,4,8,247.9,4,3,195,4793.54,1,0,1,20,15,8,1
52.25,0,50871.61,1,1,1,2,320.7,0,0,137,3726.31,3,1,0,1,4,11,5
112.62,3,21259.81,1,1,2,8,123.68,0,3,111,2811.05,1,1,0,18,27,10,4
159.37,3,56680.81,2,2,2,7,267.14,1,2,50,2046.46,2,0,0,4,16,12,5
187.86,3,12575.17,2,2,4,8,375.4,4,2,72,986.17,3,1,1,17,30,9,5
16.44,3,30094.8,2,4,0,12,27.96,3,3,80,2957.14,1,1,0,1,15,2,2
52.55,3,82848.43,0,2,3,11,295.15,0,0,65,4263.49,0,0,0,13,12,12,1
249.46,3,94703.66,1,0,1,5,198.99,2,2,10,1663.67,3,1,0,2,7,10,5
314.24,1,24016.02,0,3,0,2,288.62,2,1,234,710.47,2,1,0,8,16,3,3
89.51,3,41428.6,1,3,1,3,322.47,1,0,105,1055.82,3,0,0,22,16,12,5
43.88,1,36535.95,1,3,0,14,305.9,0,2,108,1805.5,0,1,0,21,22,10,6
273.6,3,4524.96,2,2,0,7,35.24,1,2,115,4857.39,1,1,1,9,2,6,4
109.22,1,69198.18,0,3,1,13,318.12,0,3,165,3080.98,0,0,0,1,13,5,5
61.04,2,87291.74,1,1,1,6,343.5,0,2,195,3843.99,1,0,0,5,1,6,3
9.02,2,3622.95,1,2,1,12,119.55,1,2,105,3030.74,2,1,0,23,16,11,3
40.13,2,37910.08,2,3,4,14,111.22,3,3,22,3387.84,2,0,0,8,20,2,0
139.04,2,85329.1,1,4,2,12,435.22,2,2,13,4135.57,3,1,0,21,1,2,2
12.21,1,3907.9,2,0,2,14,53.62,2,1,81,861.19,2,0,0,20,11,10,2
68.43,2,14022.65,0,0,4,3,441.24,1,2,75,1416.62,1,1,1,16,29,4,5
3.99,2,96377.89,1,2,3,4,277.44,1,3,214,361.28,1,1,0,19,23,10,0
21.9,2,26904.09,1,3,1,5,59.71,4,1,206,3888.22,1,0,1,4,17,7,0
105.76,3,10867.83,1,3,4,9,48.48,2,1,32,2772.1,3,0,0,1,30,8,2
58.04,2,64710.95,1,4,1,1,472.15,0,2,176,1748.63,0,1,0,22,18,6,6
56.13,0,28940.24,0,0,0,3,151.55,1,3,166,202.33,3,0,0,21,28,12,3
181.66,2,61853.62,1,4,3,12,254.32,4,1,141,4503.48,2,0,1,14,19,8,5
57.2,0,54934.85,0,4,0,9,364.29,4,0,227,2728.42,2,0,1,2,1,1,6
44.2,3,18027.32,0,1,1,7,136.49,2,1,188,1334.65,0,1,0,13,18,10,2
124.76,0,5891.93,0,4,2,5,379.89,1,0,15,3289.23,3,1,0,22,10,1,1
85.26,1,5077.08,0,3,4,10,236.95,4,0,188,4523.17,3,0,1,18,9,3,3
68.55,1,51959.47,0,3,3,7,99.72,3,1,60,4150.13,0,0,0,16,8,2,2
242.98,2,17984.62,0,1,2,9,298.24,1,1,10,4484.1,2,0,0,10,26,8,5
108.7,1,12728.81,0,3,2,10,56.55,4,1,149,1100.7,2,0,1,15,29,1,6
22.65,2,67874.14,1,4,2,9,178.21,2,2,37,1302.56,3,0,0,11,23,6,4
88.24,1,84644.95,2,2,3,8,183.68,1,0,28,1101.25,2,0,0,4,30,5,1
15.12,0,97737.36,2,4,1,9,269.5,3,3,226,4738.79,2,1,0,3,12,11,6
20.61,2,48393.66,1,3,1,10,177.78,0,1,28,207.89,2,0,0,23,15,12,4
273.48,3,55913.78,0,3,3,13,184.57,1,2,180,2937.48,1,0,0,20,6,2,0
82.18,3,39645.91,0,4,0,10,187.0,2,1,171,367.73,0,1,1,18,18,11,5
36.37,3,12787.02,2,0,4,11,190.55,4,2,224,2122.88,0,0,1,2,25,4,1
96.71,1,48391.96,1,0,4,7,405.37,0,3,153,2041.2,0,0,0,13,13,7,3
22.45,3,51050.39,0,1,3,11,431.09,2,0,44,2576.26,0,0,1,15,14,3,1
59.23,0,68825.69,1,1,3,14,164.01,4,3,167,2564.54,1,0,1,17,8,7,5
12.49,2,70969.56,2,3,0,11,47.42,4,2,213,801.11,0,1,1,10,18,7,1
80.6,2,55070.81,2,0,1,7,413.99,0,1,221,1828.1,1,0,0,19,5,8,5
55.47,1,22709.57,2,0,1,6,21.14,2,0,122,4710.09,0,0,0,21,7,7,4
6.52,0,28122.42,1,3,0,12,105.81,0,2,43,1656.26,0,1,1,15,7,6,2
164.2,0,19455.2,1,4,0,12,422.35,2,2,159,2619.18,3,0,0,18,4,7,1
210.74,1,71259.92,1,0,0,11,367.63,0,0,106,4251.23,1,0,0,11,19,11,6
205.29,0,49309.65,0,0,3,8,130.59,1,3,41,1311.51,0,0,0,1,19,8,5
39.42,2,10503.2,1,1,0,10,184.5,2,1,47,3950.22,3,0,0,7,5,4,2
14.5,1,30829.34,0,4,0,7,303.74,4,0,20,1967.23,3,0,1,0,6,5,5
98.85,2,82136.01,1,4,2,6,331.6,2,3,92,345.77,2,0,0,23,20,12,2
139.15,0,8491.89,0,2,4,1,450.04,3,3,6,3284.18,2,0,0,10,8,12,4
82.53,0,13252.62,2,1,3,3,35.25,1,1,101,1684.42,0,0,0,17,3,5,2
166.13,1,83085.02,0,2,4,12,293.79,4,2,129,1075.27,1,0,1,7,23,2,3
173.32,1,32352.53,2,3,2,10,163.11,2,0,197,2751.16,2,0,0,17,28,6,2
223.51,3,84076.32,2,1,2,5,58.17,4,1,117,1528.94,0,0,1,12,6,5,5
159.57,2,79638.47,1,0,3,3,401.29,1,0,173,4489.57,1,0,0,1,23,8,2
39.91,3,74047.88,1,4,4,9,398.84,2,2,138,768.71,1,0,1,15,20,4,3
60.2,0,63544.28,2,1,3,6,75.99,2,1,32,1152.41,1,1,1,17,14,9,3
95.7,0,40149.5,1,4,4,7,93.41,2,0,186,4699.64,1,1,0,5,4,10,2
24.08,2,42104.01,2,4,1,12,118.1,4,2,49,2893.57,0,0,1,4,30,6,4
96.18,1,65912.16,1,2,4,4,133.22,4,2,41,4830.84,0,1,1,22,20,3,0
95.34,0,72124.21,2,3,0,13,58.29,2,3,35,3855.67,0,0,0,15,13,1,4
60.45,2,42617.57,2,4,4,8,254.35,1,1,100,4590.99,2,0,0,9,20,5,5
5.53,3,26446.08,1,0,2,10,195.53,4,1,177,2642.02,0,0,1,1,28,6,2
226.83,2,95761.14,0,1,0,4,325.08,4,3,26,2552.56,0,0,1,2,3,4,0
165.99,2,63263.9,2,3,2,8,475.72,1,2,166,4016.09,1,1,0,9,15,5,0
153.47,3,46538.18,0,1,2,14,476.13,1,0,119,713.47,3,1,0,6,9,7,6
265.83,2,70962.52,2,3,3,9,95.16,4,0,92,1757.32,3,0,1,18,8,8,1
25.38,3,40533.98,1,4,1,1,305.31,1,3,49,3691.13,0,0,0,13,21,1,5
20.06,2,70188.11,0,2,2,5,367.73,2,2,47,378.24,2,1,0,23,29,10,6
58.13,0,64081.63,0,4,0,7,121.89,3,3,188,3255.34,3,0,0,22,22,2,2
26.03,3,50698.85,0,0,3,14,109.99,0,1,198,3062.9,1,0,0,15,12,12,1
8.45,2,46297.38,2,2,0,8,125.74,3,0,229,506.17,1,0,0,22,20,3,0
144.18,3,37180.61,0,2,4,8,132.92,4,2,178,2447.51,3,0,1,16,14,6,2
165.94,3,15310.93,1,0,4,3,326.33,4,2,130,3803.17,1,0,1,14,17,5,2
12.28,0,63044.14,1,4,1,9,438.24,2,1,97,1065.85,3,0,0,15,30,12,5
231.51,2,96251.61,2,2,0,13,211.1,0,3,165,2617.86,1,1,0,12,23,8,2
89.96,2,95823.36,1,2,0,1,210.85,3,0,40,2007.35,1,1,0,1,3,1,1
252.0,3,34358.31,1,0,4,8,127.52,4,1,171,958.68,3,0,1,23,11,7,1
157.31,0,27941.79,2,3,0,2,72.18,0,2,22,3130.73,0,0,0,14,24,9,6
41.02,3,86962.22,0,3,3,2,318.13,1,0,114,1390.11,3,0,1,20,14,1,5
37.02,3,71894.97,2,1,4,2,447.63,4,2,162,4562.21,3,0,1,6,25,3,5
109.31,3,94453.85,2,2,4,8,366.94,4,3,43,2585.36,2,0,1,1,26,9,1
32.92,0,91689.17,0,1,2,2,359.0,0,0,16,3854.79,3,0,1,16,9,7,6
67.34,2,5311.88,2,1,4,7,264.88,4,2,51,1011.1,1,1,1,8,28,1,5
70.76,0,44086.22,2,3,2,12,20.33,1,3,46,1452.2,1,0,0,5,30,11,3
13.63,0,94877.03,1,0,4,7,488.05,2,1,225,2547.19,1,0,0,5,15,7,5
187.68,1,68917.09,1,3,4,13,183.29,0,3,124,475.49,0,1,0,14,17,12,6
19.36,3,83130.34,2,2,0,11,287.46,1,1,34,2147.98,3,0,0,3,22,10,6
2.26,3,40865.31,2,3,4,1,172.91,4,2,26,4604.52,1,0,1,3,13,5,5
238.85,0,70340.13,2,3,4,10,197.57,0,0,37,4334.33,0,0,0,9,1,2,2
96.05,1,21155.21,1,1,3,1,277.86,4,1,235,1880.77,2,0,1,12,28,12,3
17.99,1,26593.43,1,4,1,10,166.06,0,0,216,4103.36,0,1,0,23,18,2,5
56.56,2,94333.64,1,2,0,1,400.4,3,0,48,1202.21,2,0,0,15,17,12,6
107.41,0,82999.79,2,0,0,10,291.91,4,1,55,1210.04,3,0,1,0,24,3,4
35.42,2,63169.73,0,2,2,11,37.23,0,0,153,4648.33,3,1,0,3,9,10,0
113.33,2,37161.96,2,3,1,14,121.98,0,2,100,3870.44,2,0,0,4,24,5,2
13.78,1,32275.22,0,2,4,2,150.71,0,0,210,1216.77,0,0,0,1,12,10,3
172.22,3,16571.51,0,4,4,4,388.42,4,2,22,3406.82,0,0,1,8,27,9,2
143.32,1,42692.9,1,0,1,12,293.41,4,2,18,3083.78,3,1,1,14,11,1,2
313.15,1,96774.8,0,3,1,9,199.34,1,2,136,3893.63,3,0,0,11,14,3,1
39.13,2,44642.85,0,2,0,2,380.07,1,2,143,3548.04,3,1,0,11,22,10,6
18.12,1,80165.62,1,4,2,13,476.11,3,1,64,3083.45,1,1,0,0,23,2,3
137.34,1,4268.98,1,2,4,11,231.57,1,3,123,4567.54,3,0,0,23,7,11,1
125.92,2,37789.03,0,3,1,10,349.33,2,1,61,4643.71,1,0,0,19,20,7,3
108.14,0,82692.3,1,2,4,13,223.19,0,2,219,3887.32,3,0,0,23,8,1,6
228.78,3,59387.21,2,2,2,13,200.12,1,1,5,1895.43,2,0,0,2,20,11,0
195.45,2,78049.16,2,2,0,6,401.35,0,2,204,2935.19,3,0,0,15,26,4,2
61.72,3,66856.7,2,4,3,1,143.71,0,1,162,766.77,1,0,0,5,6,8,6
17.34,1,56943.29,1,2,4,10,434.27,2,3,28,212.66,3,0,1,3,5,10,3
117.33,3,93805.82,1,4,1,3,372.54,1,3,67,4702.39,3,1,0,19,18,11,5
15.67,2,55368.77,0,2,4,13,264.23,1,1,83,994.73,1,1,0,2,1,11,2
15.86,2,5963.51,2,1,4,9,449.05,0,2,33,1079.18,2,0,0,4,14,1,5
27.95,0,23889.11,1,0,0,3,483.04,2,0,59,3762.8,3,1,0,23,26,4,2
149.49,0,96760.97,2,1,2,13,173.1,0,2,130,1451.63,1,0,0,14,28,8,0
176.85,3,61724.65,0,4,1,6,48.26,4,0,232,4293.8,3,0,1,22,22,3,2
48.04,3,87808.76,1,4,0,3,269.81,4,0,48,503.4,0,0,1,18,7,1,5
207.69,0,31222.66,2,2,2,6,124.58,3,3,34,3803.78,1,0,0,6,7,3,1
230.56,2,29392.24,1,0,0,8,113.26,4,1,76,2356.0,3,0,1,2,19,6,0
13.56,3,65615.57,2,3,1,8,345.45,3,0,27,3919.01,1,0,0,3,16,1,0
34.53,0,68948.36,0,4,1,7,206.97,1,1,82,4604.57,3,0,0,0,15,2,2
90.75,1,97012.81,0,1,1,6,337.65,0,2,27,4766.63,3,0,0,19,12,8,5
76.11,2,67172.44,1,2,0,11,403.33,2,3,46,1473.8,3,0,0,5,9,12,5
6.85,2,48592.22,2,3,2,12,320.75,3,1,132,4605.45,3,1,0,0,17,12,6
233.88,2,67677.72,0,2,4,9,264.08,3,1,52,503.15,3,0,1,23,12,1,3
